fold,scheme,false_positive_rate,true_positive_rate
A_to_B,erp,0.92,0.9012345679012346
A_to_B,erp,0.92,0.9135802469135802
A_to_B,erp,0.9466666666666667,0.9135802469135802
A_to_B,erp,0.9466666666666667,0.9382716049382716
A_to_B,erp,0.96,0.9382716049382716
A_to_B,erp,0.96,0.9629629629629629
A_to_B,erp,0.9866666666666667,0.9629629629629629
A_to_B,erp,0.9866666666666667,0.9876543209876543
A_to_B,erp,1.0,0.9876543209876543
A_to_B,erp,1.0,1.0
A_to_B,source,0.0,0.0
A_to_B,source,0.013333333333333334,0.0
A_to_B,source,0.04,0.0
A_to_B,source,0.04,0.012345679012345678
A_to_B,source,0.05333333333333334,0.012345679012345678
A_to_B,source,0.05333333333333334,0.08641975308641975
A_to_B,source,0.06666666666666667,0.08641975308641975
A_to_B,source,0.06666666666666667,0.09876543209876543
A_to_B,source,0.08,0.09876543209876543
A_to_B,source,0.08,0.12345679012345678
A_to_B,source,0.13333333333333333,0.12345679012345678
A_to_B,source,0.13333333333333333,0.13580246913580246
A_to_B,source,0.14666666666666667,0.13580246913580246
A_to_B,source,0.14666666666666667,0.14814814814814814
A_to_B,source,0.16,0.14814814814814814
A_to_B,source,0.16,0.16049382716049382
A_to_B,source,0.17333333333333334,0.16049382716049382
A_to_B,source,0.17333333333333334,0.2222222222222222
A_to_B,source,0.21333333333333335,0.2222222222222222
A_to_B,source,0.21333333333333335,0.2839506172839506
A_to_B,source,0.24,0.2839506172839506
A_to_B,source,0.24,0.2962962962962963
A_to_B,source,0.26666666666666666,0.2962962962962963
A_to_B,source,0.26666666666666666,0.30864197530864196
A_to_B,source,0.29333333333333333,0.30864197530864196
A_to_B,source,0.29333333333333333,0.345679012345679
A_to_B,source,0.3466666666666667,0.345679012345679
A_to_B,source,0.3466666666666667,0.35802469135802467
A_to_B,source,0.36,0.35802469135802467
A_to_B,source,0.36,0.37037037037037035
A_to_B,source,0.37333333333333335,0.37037037037037035
A_to_B,source,0.37333333333333335,0.38271604938271603
A_to_B,source,0.4,0.38271604938271603
