scheme,alpha,size,family,parameter,balanced_accuracy,accuracy,auc,score_std
combined,0.3,8,logistic,0.1,0.5425887021475256,0.5568702576816167,0.5557204131652661,0.06057300632569864
combined,0.3,8,logistic,1.0,0.5536006069094305,0.5667586958154909,0.5576622315592904,0.0688494833425342
combined,0.3,8,logistic,10.0,0.565406162464986,0.5760179550747502,0.5531454248366013,0.0615257886239449
combined,0.3,8,svm,0.01,0.5452672735760972,0.5635846292540004,0.5536618814192344,0.04673434781900872
combined,0.3,8,svm,0.1,0.5812791783380018,0.5907238374276914,0.5585127801120449,0.04895251288361569
combined,0.3,8,svm,1.0,0.571656162464986,0.5833708962512207,0.5534605508870214,0.04994423991718887
combined,0.3,8,svm,10.0,0.5805847338935574,0.5907238374276914,0.5498891223155928,0.034528822152259726
combined,0.3,8,lda,0.1,0.5729458450046685,0.5821031477725189,0.5573398109243697,0.05279402016652408
combined,0.3,8,lda,0.5,0.5452672735760972,0.5635846292540004,0.5445348972922502,0.04673434781900872
combined,0.3,8,lda,0.9,0.5797910830999067,0.5936349635639697,0.5392550770308124,0.05164458211542406
combined,0.3,12,logistic,0.01,0.5583625116713352,0.575755014649538,0.5523298902894491,0.07207755591277061
combined,0.3,12,logistic,0.1,0.5461601307189543,0.5642231988580872,0.5631433823529411,0.05577115010221718
combined,0.3,12,logistic,1.0,0.5729458450046685,0.5875497708662009,0.5505091619981326,0.028502958607431666
combined,0.3,12,logistic,10.0,0.5688535830999066,0.5789290812110285,0.5472003384687208,0.05567973801517813
combined,0.3,12,svm,0.01,0.5640172735760971,0.5801968296897303,0.5613824696545284,0.03657170749286804
combined,0.3,12,svm,0.1,0.5729458450046685,0.5875497708662009,0.5531629318394025,0.028502958607431666
combined,0.3,12,svm,1.0,0.5766660830999066,0.586282022387499,0.5457297502334267,0.06982679058932634
combined,0.3,12,svm,10.0,0.5762065242763772,0.5881883404702878,0.5430657679738562,0.05837961216223935
combined,0.3,12,lda,0.1,0.5765172735760972,0.5894560889489896,0.5526172969187675,0.04774474905052415
combined,0.3,12,lda,0.5,0.5729458450046685,0.5875497708662009,0.5522306839402428,0.028502958607431666
combined,0.3,12,lda,0.9,0.5666958450046685,0.5843757043047104,0.5467174369747899,0.05994995044466946
combined,0.3,15,logistic,0.01,0.5619339402427638,0.5776613327323267,0.5476102941176471,0.060736813135106496
combined,0.3,15,logistic,0.1,0.5461601307189543,0.5642231988580872,0.5628457633053221,0.05577115010221718
combined,0.3,15,logistic,1.0,0.571842903828198,0.5856434527834122,0.5573295985060691,0.03393674479513102
combined,0.3,15,logistic,10.0,0.5813535830999066,0.5936349635639697,0.5630295868347339,0.05564872375393692
combined,0.3,15,svm,0.01,0.5461601307189543,0.5642231988580872,0.5623001283846872,0.05577115010221718
combined,0.3,15,svm,0.1,0.5827672735760971,0.5968090301254602,0.5591474089635855,0.0404563177409048
combined,0.3,15,svm,1.0,0.574000641923436,0.5843757043047104,0.5618464052287582,0.05887663845227707
combined,0.3,15,svm,10.0,0.596953781512605,0.597447599729547,0.5844494047619048,0.06902260282087061
combined,0.3,15,lda,0.1,0.5827672735760971,0.5968090301254602,0.5558984010270775,0.0404563177409048
combined,0.3,15,lda,0.5,0.5640172735760971,0.5801968296897303,0.559936683006536,0.03657170749286804
combined,0.3,15,lda,0.9,0.5640172735760971,0.5789290812110285,0.5443291900093371,0.04298480976550386
